Job_Title,Company_Name,City_State,Company_Rating,salary_Range,Post_Date
Pharmacovigilance Scientist (Associate Director),Takeda Pharmaceutical,"Cambridge, MA",3.7,$ 41-$ 72 Per Hour(Glassdoor Est.),4d
Lead Pharmacovigilance Scientist,Takeda Pharmaceutical,"Boston, MA",3.7,$ 31-$ 55 Per Hour(Glassdoor Est.),4d
"Scientist/Sr-Scientist, Cell Therapy Process Analytical Technology (PAT) Automation and Digital CMC",Takeda Pharmaceutical,"Boston, MA",3.7,$114K-$199K (Glassdoor Est.),10d
"Development Scientist I/II, DNA Amplification",New England Biolabs,"Ipswich, MA",4.9,$43K-$90K (Glassdoor Est.),18d
"Principal Scientist, Predictive Toxicology and Computational Biology",Takeda Pharmaceutical,"Cambridge, MA",3.7,$122K-$201K (Glassdoor Est.),4d
"Research Scientist I, Computational Biology",Takeda Pharmaceutical,"Boston, MA",3.7,$98K-$171K (Glassdoor Est.),25d
Analysis Scientist,"Akoya Biosciences, Inc.","Marlborough, MA",3.8,NA,25d
Senior Data Engineer,Encortex LLC,"Boston, MA",NA,NA,24d
"Lead, Primary Packaging and Combination Product Integration Scientist",Takeda Pharmaceutical,"Lexington, MA",3.7,$112K-$193K (Glassdoor Est.),4d
Senior Digital and Data Science Manager,Takeda Pharmaceutical,"Lexington, MA",3.7,$161K-$257K (Glassdoor Est.),4d
"Senior Manufacturing Scientist Manager, Cell Therapy",Takeda Pharmaceutical,"Lexington, MA",3.7,$26K-$181K (Glassdoor Est.),4d
"ADME Scientist/ Sr. Scientist, DMPK",Takeda Pharmaceutical,"Boston, MA",3.7,$112K-$196K (Glassdoor Est.),4d
"Scientist, Process & Analytical Development - Cell Therapies",Takeda Pharmaceutical,"Boston, MA",3.7,$84K-$157K (Glassdoor Est.),4d
Data Sciences & AI Graduate Programme - US,AstraZeneca,"Waltham, MA",4.1,$79K-$131K (Glassdoor Est.),21d
"Scientist II/ Sr. Scientist, DMPK",Takeda Pharmaceutical,"Boston, MA",3.7,$103K-$191K (Glassdoor Est.),4d
Senior Data Analyst - CRM,Zeta Global,"Burlington, MA",3.3,$54K-$99K (Glassdoor Est.),12d
Machine Learning Engineer,Kensho,"Cambridge, MA",4.1,$118K-$201K (Glassdoor Est.),27d
Research Scientist,Lenox Executive Search,"Cambridge, MA",5,NA,14d
Principal Clinical Scientist,Vertex Pharmaceuticals,"Boston, MA",3.4,$85K-$156K (Glassdoor Est.),25d
"Senior Scientist, Cell Therapy Automation",Takeda Pharmaceutical,"Boston, MA",3.7,$117K-$206K (Glassdoor Est.),10d
"Scientist / Sr Scientist, Advanced Analytics and Bioinformatics",Takeda Pharmaceutical,"Boston, MA",3.7,$114K-$199K (Glassdoor Est.),4d
"Scientist, Pulmonary Biology Pharmacology - Lexington, MA, US",Translate Bio,"Lexington, MA",5,NA,5d
"Senior Consultant, Data Analytics",Opinion Dynamics,"Waltham, MA",4.2,$65K-$124K (Glassdoor Est.),25d
"Scientist II, Global DMPK",Takeda Pharmaceutical,"Boston, MA",3.7,$114K-$202K (Glassdoor Est.),25d
"Research Scientist, Protein Biophysics & Crystallography",Novartis,"Cambridge, MA",4,$60K-$114K (Glassdoor Est.),20d
"Senior Director, Trusted Artificial Intelligence - Office of Data Science",Liberty Mutual Insurance,"Boston, MA",3.5,$263K-$422K (Glassdoor Est.),20d
Research Data Scientist,Facebook,"Boston, MA",4.6,$89K-$145K (Glassdoor Est.),24h
"Scientist I, Integrative Translational Technology",Takeda Pharmaceutical,"Boston, MA",3.7,$98K-$171K (Glassdoor Est.),25d
Strategy & Analytics Consultant,Cartesian,"Boston, MA",3.1,$59K-$92K (Glassdoor Est.),24h
Research Associate/Associate Scientist– Immunology,Scismic,"Cambridge, MA",NA,NA,25d
Contract/Intern - Project Scientist,Bruker Corporation,"Billerica, MA",3.4,NA,19d
Senior Data Scientist (Remote Option),Humana,"Boston, MA",3.8,$70K-$116K (Glassdoor Est.),24d
Marketing Analytics Manager,Sappi North America,"Boston, MA",3.5,NA,25d
"Senior Scientist, Correlative Sciences - QbD, Systems Engineering",Takeda Pharmaceutical,"Boston, MA",3.7,$112K-$196K (Glassdoor Est.),4d
Applied Scientist,Amazon,"Boston, MA",3.9,$26K-$183K (Glassdoor Est.),24h
Senior Scientist - Microbiome,Takeda Pharmaceutical,"Lexington, MA",3.7,$117K-$206K (Glassdoor Est.),25d
Data Scientist*,"Odyssey Systems Consulting Group, Ltd","Lexington, MA",4,$74K-$127K (Glassdoor Est.),14d
Clinical Scientist – Sarcoma,"Frink Hamlett Legal Solutions, Inc.","Boston, MA",3.4,NA,24h
"Senior Scientist, Analytical Sciences",FORMA THERAPEUTICS,"Watertown, MA",4,$110K-$201K (Glassdoor Est.),5d
Clinical Research Scientist,Karyopharm Therapeutics Inc.,"Newton, MA",3.9,$50K-$93K (Glassdoor Est.),5d
"Senior Scientist, Solid-State Electrolyte",SolidEnergy Systems,"Woburn, MA",4.1,NA,25d
Lead Data Scientist,Humana,"Boston, MA",3.8,$94K-$155K (Glassdoor Est.),24d
"Principal Scientist, Medicinal Chemistry",Novartis,"Cambridge, MA",4,$59K-$98K (Glassdoor Est.),7d
Food Scientist,Ken's Foods,"Marlborough, MA",3.8,$43K-$72K (Glassdoor Est.),24h
LBP (Microbiome)Senior Scientist,Takeda Pharmaceutical,"Cambridge, MA",3.7,$117K-$206K (Glassdoor Est.),10d
Machine Learning Scientist,Lightmatter,"Boston, MA",4.7,NA,13d
"Data Scientist, Data Science & Analytics",CJ Affiliate,"Westborough, MA",3.3,$68K-$115K (Glassdoor Est.),24h
"Analyst II, Data Science",Liberty Mutual Insurance,"Boston, MA",3.5,$100K-$166K (Glassdoor Est.),23d
"Principal Scientist, IO Biology",Takeda Pharmaceutical,"Boston, MA",3.7,$109K-$192K (Glassdoor Est.),25d
Environmental Project Scientist - Level II,Ransom Consulting Engineers and Scientists,"Byfield, MA",NA,NA,20d
Data Scientist,Harvard University,"Boston, MA",4.4,$87K-$144K (Glassdoor Est.),21d
Associate Data Scientist,Day Zero Diagnostics,"Boston, MA",2.7,NA,14d
Healthcare Data Analyst I-Anesthesia,Boston Children's Hospital,"Boston, MA",4.1,$31K-$56K (Glassdoor Est.),11d
"Associate Scientist, IHC/IF Analysis",Commonwealth Sciences,"Framingham, MA",4.8,NA,10d
Data Scientist - Summer Internship,Spotify,"Boston, MA",3.8,$99K-$160K (Glassdoor Est.),24d
"Principal Scientist, Molecular Pathology, Genomics and Companion Diagnostics",Takeda Pharmaceutical,"Boston, MA",3.7,$115K-$200K (Glassdoor Est.),25d
Associate Data Scientist,Promoboxx,"Boston, MA",3.8,$63K-$104K (Glassdoor Est.),13d
Scientist 1,Charles River Laboratories,"Boston, MA",3.3,$50K-$104K (Glassdoor Est.),12d
"Senior Scientist I, Vaccine Drug Product Development",Takeda Pharmaceutical,"Boston, MA",3.7,$117K-$206K (Glassdoor Est.),25d
Data Scientist,SFL Scientific,"Boston, MA",4.8,NA,14d
Senior Machine Learning Engineer,Kensho,"Cambridge, MA",4.1,$169K-$281K (Glassdoor Est.),17d
Principal Scientist - Investigative Toxicology,Takeda Pharmaceutical,"Cambridge, MA",3.7,$115K-$196K (Glassdoor Est.),4d
Senior Image Analysis Scientist,Akoya Biosciences,"Marlborough, MA",3.8,NA,25d
"Graduate Development Program, Associate Data Scientist, Data Science",National Grid USA,"Waltham, MA",3.6,$61K-$104K (Glassdoor Est.),23d
Data Scientist,AdmitHub,"Boston, MA",4.3,NA,20d
Senior Scientist Bioinformatics,Pfizer,"Cambridge, MA",4.1,$96K-$151K (Glassdoor Est.),7d
"Scientist, Analytical Development, Cell Therapies",Takeda Pharmaceutical,"Boston, MA",3.7,$65K-$119K (Glassdoor Est.),4d
Machine Learning Engineer I,Teikametrics,"Boston, MA",4.6,$57K-$103K (Glassdoor Est.),4d
"Software Engineer I, Data",Wellframe,"Boston, MA",5,NA,4d
Senior Data Engineer,Harbourvest,"Boston, MA",3.9,$96K-$171K (Glassdoor Est.),24d
Deep Learning Scientist,DeepCure,"Boston, MA",NA,NA,14d
Data Analyst - Predictive Modeler,Zeta Global,"Burlington, MA",3.3,$41K-$80K (Glassdoor Est.),27d
Lead / Senior Data Scientist - Manufacturing and Supply Chain,Vertex Pharmaceuticals,"Boston, MA",3.4,$113K-$182K (Glassdoor Est.),25d
"Senior Data Scientist, Ad Intelligence",Sensor Tower,"Boston, MA",4.6,NA,17d
Data Modeler - Big Data,NTT DATA Corporation,"Brighton, MA",3.4,$96K-$159K (Glassdoor Est.),23d
Data Scientist I,Keurig Dr Pepper,"Burlington, MA",3.3,$63K-$108K (Glassdoor Est.),6d
"Senior Research Associate/Scientist, Biology",Goldfinch Bio,"Cambridge, MA",1.7,NA,6d
Big Data Engineer - Deloitte (Remote/Contract),Experfy,"Boston, MA",4.7,NA,24h
Data Scientist,Vectra,"Boston, MA",2.8,$91K-$145K (Glassdoor Est.),13d
Data Scientist,Drizly,"Boston, MA",4.8,$77K-$124K (Glassdoor Est.),12d
"Sr. Director, Office of Data Science",Liberty Mutual Insurance,"Boston, MA",3.5,$243K-$392K (Glassdoor Est.),25d
Data Scientist,Harvard Medical School,"Boston, MA",4.6,$78K-$137K (Glassdoor Est.),21d
Data Scientist,SimpliSafe,"Boston, MA",3.3,$60K-$99K (Glassdoor Est.),13d
Data Scientist,"Conch Technologies, Inc","Boston, MA",4.6,$62K-$106K (Glassdoor Est.),24h
"Scientist I/II, AAV Vector Engineering","Homology Medicines, Inc.","Bedford, MA",4.4,NA,13d
Data Scientist,The RepTrak Company,"Boston, MA",3.5,$50K-$85K (Glassdoor Est.),24d
Clinical Scientist - Early IO Clinical Development,Takeda Pharmaceutical,"Boston, MA",3.7,$ 30-$ 53 Per Hour(Glassdoor Est.),4d
Data Scientist - Lodging Team,Hopper,"Boston, MA",3.4,$83K-$137K (Glassdoor Est.),7d
"Data Scientist, Lead Scientist, Louisville, KY",Humana,"Boston, MA",3.8,$99K-$160K (Glassdoor Est.),5d
"Scientist, Culture Science",Rubius Therapeutics,"Cambridge, MA",3.6,$74K-$151K (Glassdoor Est.),7d
Data Science / Operations Research / Statistics / Math New Grad Opportunities,MITRE,"Bedford, MA",3.3,$84K-$136K (Glassdoor Est.),5d
"Senior Manager, Machine Learning Engineer",Capital One - US,"Boston, MA",4,$139K-$243K (Glassdoor Est.),3d
Data Scientist- Alexa,Amazon,"Cambridge, MA",3.9,$77K-$125K (Glassdoor Est.),17d
Data Science & Analytics Manager,Takeoff Technologies,"Boston, MA",4.3,NA,13d
Field Applications Scientist (FAS),Pacific Biosciences,"Boston, MA",3.7,$91K-$137K (Glassdoor Est.),24h
Data Scientist,Commonwealth Financial Network,"Waltham, MA",3.6,$99K-$118K (Glassdoor Est.),18d
Data Scientist,Tessella,"Boston, MA",3.6,$80K-$136K (Glassdoor Est.),26d
Data Scientist,inviCRO,"Boston, MA",3.8,$59K-$105K (Glassdoor Est.),8d
Data Scientist - Nationwide Opportunities,Amazon,"Boston, MA",3.9,$85K-$137K (Glassdoor Est.),27d
"Data Scientist, Marketing Attribution",Chewy,"Boston, MA",2.9,$68K-$111K (Glassdoor Est.),13d
Data Scientist,aptihealth,"Boston, MA",NA,NA,21d
Data & Analytics Consultant,SEI,"Boston, MA",4.6,$87K-$132K (Glassdoor Est.),13d
Data Scientist,Kforce,"Boston, MA",4.1,NA,18d
Data Scientist,Sartorius,"Cambridge, MA",3.6,$66K-$113K (Glassdoor Est.),21d
Senior Data Scientist,Cyntekk,"Boston, MA",NA,NA,6d
Data Scientist- Toronto or remote based,MarkMonitor,"Burlington, MA",3.1,$66K-$111K (Glassdoor Est.),27d
Scientist I - Analytical Development,Vertex Pharmaceuticals,"Boston, MA",3.4,$66K-$120K (Glassdoor Est.),25d
Senior Associate Scientist I - Analytical Operations (Contract),bluebird bio,"Cambridge, MA",3.3,$103K-$193K (Glassdoor Est.),17d
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,Internal Revenue Service,"Boston, MA",3.6,$73K-$123K (Glassdoor Est.),7d
Data Scientist,QlikTech International,"Newton, MA",3.3,$89K-$143K (Glassdoor Est.),20d
Data Analyst,Dodge Data & Analytics,"Bedford, MA",2.6,$38K-$71K (Glassdoor Est.),12d
Data Analyst - University Graduate,PayPal,"Boston, MA",3.9,$53K-$94K (Glassdoor Est.),24h
Data Engineer,Dun & Bradstreet,"Waltham, MA",3,$67K-$131K (Glassdoor Est.),26d
Research Scientist,"Visterra, Inc.","Waltham, MA",4.6,NA,22d
"Data Scientist, Data Science & Analytics",Publicis Groupe,"Westborough, MA",3.5,$65K-$116K (Glassdoor Est.),12d
Data Scientist,Gradient AI,"Boston, MA",NA,NA,18d
Data Scientist,LogRocket,"Boston, MA",4.8,NA,14d
Data Scientist,Stellent IT LLC,"Marlborough, MA",NA,NA,5d
Associate Data Scientist,Recruitomics Consulting,"Cambridge, MA",5,NA,2d
Marketing Analytics Data Scientist,Boston Scientific Corporation,"Marlborough, MA",4.4,$70K-$124K (Glassdoor Est.),13d
Staff Scientist I – Life Sciences,Environmental Health,"Needham Heights, MA",3.7,NA,11d
"Staff Scientist I, Life Sciences",Environmental Health,"Boston, MA",3.7,$79K-$96K (Glassdoor Est.),13d
Data Scientist,Merck KGaA,"Burlington, MA",4,$69K-$115K (Glassdoor Est.),3d
Data Scientist,Analog Devices,"Wilmington, MA",3.9,$92K-$150K (Glassdoor Est.),20d
"Research Scientist, Medicinal Chemistry",Vertex Pharmaceuticals,"Boston, MA",3.4,$69K-$129K (Glassdoor Est.),14d
Sr. Data Scientist,ClearStory Data,"Boston, MA",5,NA,12d
Principal Machine Learning Scientist,Affectiva,"Boston, MA",4.1,$120K-$170K (Glassdoor Est.),6d
Healthcare Data Analyst I-DACCI,Boston Children's Hospital,"Boston, MA",4.1,$31K-$56K (Glassdoor Est.),6d
Data Engineer,Hollister Staffing,"Boston, MA",4.5,$46K-$90K (Glassdoor Est.),3d
Data Scientist,Clarivate Analytics,"Burlington, MA",3.5,$75K-$123K (Glassdoor Est.),27d
Applied Machine Learning Scientist,Signify,"Cambridge, MA",3.4,$76K-$135K (Glassdoor Est.),24d
Data Scientist,Cambridge Mobile Telematics,"Cambridge, MA",4.9,NA,17d
Data Scientist,Deerwalk Inc.,"Lexington, MA",4.1,$60K-$99K (Glassdoor Est.),26d
Data Scientist,CyberCoders,"Boston, MA",4.2,NA,1d
Data Scientist,Panjiva,"Cambridge, MA",4.2,$113K-$115K (Glassdoor Est.),17d
Data Scientist II,Teikametrics,"Boston, MA",4.6,$67K-$112K (Glassdoor Est.),4d
Machine Learning Engineer,Systems & Technology Research,"Woburn, MA",4.2,$99K-$174K (Glassdoor Est.),2d
Data Scientist (Computer Vision and Image Processing),Spark Insights,"Boston, MA",NA,NA,12d
"Scientist, Targeted Tumor Delivery",AstraZeneca,"Waltham, MA",4.1,$ 14-$ 57 Per Hour(Glassdoor Est.),7d
Data Scientist,Massachusetts General Hospital(MGH),"Boston, MA",4.1,$62K-$107K (Glassdoor Est.),4d
Research Data Scientist,UnitedHealth Group,"Boston, MA",3.4,$73K-$118K (Glassdoor Est.),24h
Senior Scientist - Quality Control - HPLC - Dissolution - GMP,PPD,"Boston, MA",3.8,$52K-$93K (Glassdoor Est.),4d
Research Data Scientist Intern,Facebook,"Boston, MA",4.6,NA,23d
Data Scientist,Sanofi,"Cambridge, MA",3.8,$84K-$146K (Glassdoor Est.),5d
"Managing Consultant, Data Analytics",Opinion Dynamics,"Waltham, MA",4.2,$50K-$96K (Glassdoor Est.),25d
Data Scientist,Zoba,"Boston, MA",NA,NA,7d
Data Scientist,BlueConic,"Boston, MA",4.5,$101K-$133K (Glassdoor Est.),12d
"Senior Product Data Analyst, Consumer",CarGurus,"Cambridge, MA",3.9,$58K-$106K (Glassdoor Est.),26d
Data Scientist,Lincoln Financial,"Boston, MA",3.5,$83K-$139K (Glassdoor Est.),11d
Healthcare Data Scientist,UnitedHealth Group,"Boston, MA",3.4,$73K-$121K (Glassdoor Est.),16d
"Associate Scientist/Scientist, Analytical Development",Rubius Therapeutics,"Cambridge, MA",3.6,$43K-$84K (Glassdoor Est.),20d
"Information Technology, Data Scientist, Masters Degree",Procter & Gamble,"Boston, MA",4.2,$104K-$168K (Glassdoor Est.),13d
Data Analyst I,Massachusetts General Hospital,"Boston, MA",4.1,$45K-$77K (Glassdoor Est.),3d
Data Scientist,EQRx,"Cambridge, MA",5,NA,21d
"Research Scientist, Mechanistic Biology & Profiling",AstraZeneca,"Waltham, MA",4.1,$64K-$119K (Glassdoor Est.),2d
Immunologist / Immunosafety Scientist,Pfizer,"Cambridge, MA",4.1,$66K-$106K (Glassdoor Est.),3d
Machine Learning/Data Scientist Intern,Preventa Medical,"Boston, MA",NA,NA,25d
Data Scientist,iSeeCars.com,"Woburn, MA",NA,NA,14d
"Visiting Scientist, AI",Facebook,"Boston, MA",4.6,$82K-$144K (Glassdoor Est.),24h
Senior Scientist,Pfizer,"Cambridge, MA",4.1,$85K-$131K (Glassdoor Est.),20d
Associate Data Scientist,Sherlock,"Cambridge, MA",4.1,NA,11d
Associate Data Scientist,Insulet Corporation,"Acton, MA",2.6,$64K-$107K (Glassdoor Est.),13d
Machine Learning Scientist,DeepBiome Therapeutics,"Cambridge, MA",NA,NA,14d
Data Engineer - Summer Internship,Spotify,"Boston, MA",3.8,$111K-$196K (Glassdoor Est.),24d
"Scientist - QC Reviewer - Data Review , HPLC , GMP",PPD,"Boston, MA",3.8,NA,25d
Data Scientist,Bilin Technology,"Boston, MA",NA,NA,14d
Data Governance/Data Quality Consultant - Remote Only - Deloitte,Experfy,"Boston, MA",4.7,NA,24h
Machine Learning Scientist,Day Zero Diagnostics,"Boston, MA",2.7,NA,14d
"Senior Principal Scientist, Medicinal Chemistry and Molecular Design",Pfizer,"Cambridge, MA",4.1,$112K-$173K (Glassdoor Est.),6d
Data Scientist,Klaviyo,"Boston, MA",4.8,$78K-$127K (Glassdoor Est.),24d
Data Analyst - Appraiser,"Valucentric, LLC","Wakefield, MA",NA,NA,25d
Associate Scientist II - Analytical Operations (Contract),bluebird bio,"Cambridge, MA",3.3,$43K-$92K (Glassdoor Est.),6d
Cutting Edge Data Scientists,Innovim,"Boston, MA",3.8,$74K-$125K (Glassdoor Est.),21d
Data Engineer,Framework Homeownership,"Boston, MA",4.1,NA,5d
Data Scientist Analyst,S&P Global,"Cambridge, MA",3.9,$106K-$176K (Glassdoor Est.),24h
Junior Data Scientist,PIÑATA SCIENCES,"Boston, MA",NA,NA,14d
Data/Machine Learning Engineer,Dyno Therapeutics,"Cambridge, MA",NA,NA,6d
"Research Associate/Scientist, Protein Kinase Assays",AssayQuant Technologies,"Marlboro, MA",NA,NA,1d
Data Science / Business Intelligence / Informatics,Humana,"Boston, MA",3.8,$68K-$115K (Glassdoor Est.),5d
"QC Reviewer / Sr. QC Reviewer - Data Review , HPLC , GMP",PPD,"Boston, MA",3.8,$48K-$86K (Glassdoor Est.),18d
Sr Data Scientist,Chewy,"Boston, MA",2.9,$95K-$152K (Glassdoor Est.),25d
"Senior Research Associate/Associate Scientist, Immunology",Rubius Therapeutics,"Cambridge, MA",3.6,$35K-$67K (Glassdoor Est.),26d
SoC Modeling Engineer - ELP,Marvell Technology,"Marlborough, MA",3.7,$70K-$111K (Glassdoor Est.),6d
Senior Data Engineer,Dun & Bradstreet,"Waltham, MA",3,$103K-$190K (Glassdoor Est.),24h
Machine Learning- Principal Data Scientist,Tripadvisor,"Needham, MA",3.4,$146K-$237K (Glassdoor Est.),26d
Spring 2021: Data Science Intern (Masters),iRobot,"Bedford, MA",3.7,NA,24h
Visualization/Data Scientist,Vita Data Sciences,"Waltham, MA",NA,NA,14d
Senior Data Scientist,Kronos Incorporated,"Lowell, MA",4.3,$110K-$175K (Glassdoor Est.),24h
Data Scientist,Compunnel Inc.,"Boston, MA",3.4,$87K-$147K (Glassdoor Est.),3d
Data Science Internship,Vectra,"Boston, MA",2.8,NA,14d
Lead Data Scientist – Network Analysis and Control,MITRE,"Bedford, MA",3.3,$111K-$178K (Glassdoor Est.),20d
"Data Scientist, Research & Development",Comlinkdata,"Boston, MA",4.5,NA,24h
Application Scientist (Life Sciences),Scilligence Corporation,"Cambridge, MA",4,NA,25d
Sr. Data Scientist,Alteryx,"Boston, MA",3.5,$91K-$146K (Glassdoor Est.),12d
"Machine Learning Scientist, Computational Chemistry","New Equilibrium Biosciences, Inc.","Cambridge, MA",NA,NA,1d
Ecological Data Scientist,Exponent,"Maynard, MA",3.6,$72K-$121K (Glassdoor Est.),11d
Data Science Intern,Metropolitan Area Planning Council/Boston Region MPO,"Boston, MA",4.1,NA,13d
Quantitative Research Internship,Geode Capital Management,"Boston, MA",4.4,NA,14d
Data Analyst I,Apex Systems,"Boston, MA",3.8,NA,5d
Data Scientist,Frequency Therapeutics,"Woburn, MA",5,NA,4d
Data Scientist- Marketing Optimization,BigR.io,"Boston, MA",NA,NA,15d
CLEARED Lead Intelligence / Open Source Data Analyst,MITRE,"Bedford, MA",3.3,$87K-$146K (Glassdoor Est.),17d
Senior Clinical Data Manager (External Data),Vertex Pharmaceuticals,"Boston, MA",3.4,$61K-$111K (Glassdoor Est.),25d
Data Analyst - Catalog Research,True Fit,"Boston, MA",3.6,$38K-$71K (Glassdoor Est.),6d
Sr Associate Scientist/Scientist – Hepatocyte,Scismic,"Cambridge, MA",NA,NA,2d
Data Scientist,Chen Lab @ Boston University,"Boston, MA",NA,NA,14d
Data Science - Intern,Sonde Health,"Boston, MA",NA,NA,21d
Data Scientist,Cohen Veterans Bioscience,"Cambridge, MA",NA,NA,24d
"Analyst, Data Science, Solaria Labs",Liberty Mutual Insurance,"Boston, MA",3.5,$53K-$94K (Glassdoor Est.),25d
Sr. Medical Writing Scientist,Vertex Pharmaceuticals,"Boston, MA",3.4,$101K-$162K (Glassdoor Est.),25d
Sr. Data Scientist,Keurig Dr Pepper,"Burlington, MA",3.3,$98K-$162K (Glassdoor Est.),6d
Senior Data Scientist,GNS Healthcare,"Cambridge, MA",3,$136K-$225K (Glassdoor Est.),18d
Data Scientist: Bioinformatics and Machine Learning,Sanofi,"Cambridge, MA",3.8,$94K-$154K (Glassdoor Est.),23d
Data Scientist,DeepHealth,"Cambridge, MA",NA,NA,14d
"Senior Scientist, Chemical Biology and Therapeutics",Novartis,"Cambridge, MA",4,$81K-$146K (Glassdoor Est.),6d
Principal Medical Writing Scientist,Vertex Pharmaceuticals,"Boston, MA",3.4,$101K-$160K (Glassdoor Est.),25d
"Data Scientist, Computation Biology",CAMP4 Therapeutics,"Cambridge, MA",5,NA,7d
Associate / Sr. Associate Scientist,Jounce Therapeutics,"Cambridge, MA",4.4,$104K-$260K (Glassdoor Est.),12d
Process Engineering Scientist I/ II,Vertex Pharmaceuticals,"Boston, MA",3.4,$100K-$173K (Glassdoor Est.),25d
Data Scientist,Fidelity Investments,"Boston, MA",4,$54K-$95K (Glassdoor Est.),5d
Data Scientist,Insulet Corporation,"Acton, MA",2.6,$77K-$127K (Glassdoor Est.),25d
"Applied Scientist, Automatic Speech Recognition",Amazon,"Cambridge, MA",3.9,$29K-$209K (Glassdoor Est.),6d
Associate Data Scientist,Tokio Marine HCC,"Wakefield, MA",3.5,$48K-$81K (Glassdoor Est.),4d
"Research Scientist, Cellular and Molecular Neurobiology",Novartis,"Cambridge, MA",4,$67K-$128K (Glassdoor Est.),14d
Biomedical Engineer/Scientist,Physical Sciences,"Boston, MA",3.7,$71K-$112K (Glassdoor Est.),17d
Senior Data Scientist,Whoop,"Boston, MA",4.7,$102K-$164K (Glassdoor Est.),7d
Sr. Data Scientist,Staff Smart,"Boston, MA",5,NA,13d
Lead Data Scientist - Investments,MassMutual,"Boston, MA",3.8,$111K-$184K (Glassdoor Est.),13d
Data Scientist,Tagup,"Somerville, MA",4,NA,27d
Principal Data Scientist,Syrinx,"Boston, MA",4.3,$138K-$219K (Glassdoor Est.),5d
"Data Scientist, Senior",Booz Allen Hamilton Inc.,"Lexington, MA",3.9,$92K-$154K (Glassdoor Est.),19d
Machine Learning Scientist,Amazon,"Cambridge, MA",3.9,$108K-$168K (Glassdoor Est.),3d
Data Scientist,Park Lane Recruitment Ltd,"Boston, MA",5,NA,24h
Managing Data Scientist/ML Engineer,PA Consulting,"Boston, MA",3.2,$81K-$134K (Glassdoor Est.),4d
Field Application Data Scientist - Junior,Ontoforce NV,"Boston, MA",NA,NA,20d
Org Design Planning & Strategy Data Analyst,Wayfair,"Boston, MA",3.3,$32K-$64K (Glassdoor Est.),10d
Senior Data Scientist,Hopper,"Boston, MA",3.4,$105K-$170K (Glassdoor Est.),17d
"Senior Scientist, Medicinal Chemistry and Molecular Design",Pfizer,"Cambridge, MA",4.1,$48K-$84K (Glassdoor Est.),6d
Scientist Antibody/Protein Engineering - Structural Biology,Agenus,"Lexington, MA",3.3,$70K-$134K (Glassdoor Est.),19d
Data Scientist I / Data Scientist II / Data Scientist III,TUFTS University,"Medford, MA",4.4,$77K-$126K (Glassdoor Est.),14d
"Principal Scientist, Translational Modeling and Simulation",Pfizer,"Cambridge, MA",4.1,$123K-$139K (Glassdoor Est.),3d
2021 Data Science Intern,Merck,"Boston, MA",4,NA,8d
Principal Data Scientist,athenahealth,"Watertown, MA",3.7,$114K-$185K (Glassdoor Est.),27d
People Scientist,The Predictive Index,"Westwood, MA",4.5,$84K-$170K (Glassdoor Est.),20d
Quantitative Analyst,State Street Corporation,"Boston, MA",3.2,$84K-$164K (Glassdoor Est.),19d
"Data Science Intern - Summer 2021 - Boston, MA",Santander,"Boston, MA",3.3,$78K-$131K (Glassdoor Est.),12d
"Principal Scientist, Medicinal Chemistry and Molecular Design",Pfizer,"Cambridge, MA",4.1,$46K-$77K (Glassdoor Est.),6d
Data Analyst Intern,PayPal,"Boston, MA",3.9,NA,24h
Principal Commercial Data Architect,Vertex Pharmaceuticals,"Boston, MA",3.4,$146K-$231K (Glassdoor Est.),25d
Molecular Data Scientist,Reverie Labs,"Cambridge, MA",NA,NA,8d
Applied Scientist II,Amazon,"Cambridge, MA",3.9,$25K-$174K (Glassdoor Est.),6d
Sr. Data Scientist/Machine Learning Engineer,Brooksource,"Boston, MA",4.4,NA,27d
Senior Data Engineer,Hollister Staffing,"Boston, MA",4.5,$75K-$137K (Glassdoor Est.),3d
Scientist - High-throughput Protein Production,Pfizer,"Cambridge, MA",4.1,$64K-$103K (Glassdoor Est.),21d
Data Analyst,"Proletariat, Inc.","Boston, MA",5,NA,5d
Sr Data Scientist (Senior Applied Economist),Chewy,"Boston, MA",2.9,$95K-$152K (Glassdoor Est.),27d
"Scientist, Protein Techniques",Tech Observer,"Waltham, MA",3.9,$49K-$99K (Glassdoor Est.),7d
Data Science Intern - Summer,Santander Bank,"Boston, MA",3.3,$78K-$131K (Glassdoor Est.),14d
Scientist II,bluebird bio,"Cambridge, MA",3.3,$44K-$94K (Glassdoor Est.),10d
"Scientist/Sr. Scientist, Antisense Oligonucleotide",Entrada Therapeutics,"Boston, MA",NA,NA,15d
Senior Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Boston, MA",3.9,$113K-$180K (Glassdoor Est.),27d
Legal & Corporate Affairs Data Scientist,Salesforce,"Burlington, MA",4.4,$91K-$146K (Glassdoor Est.),5d
Scientist - Assay Development,Ginkgo Bioworks,"Boston, MA",4.7,$68K-$116K (Glassdoor Est.),24h
Business Intelligence Analyst,Cogito Corporation,"Boston, MA",4.1,$53K-$109K (Glassdoor Est.),7d
"Senior Data Scientist , Advanced Analytics",RTX,"Andover, MA",3.3,NA,4d
Principal Data Analyst,Citizens,"Boston, MA",3.6,$62K-$109K (Glassdoor Est.),1d
